Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Jan 24 2020,7:00p,Grizzlies,125,Pistons,112,Box Score,,14583,
Fri Jan 24 2020,7:00p,Celtics,109,Magic,98,Box Score,,18846,
Fri Jan 24 2020,7:30p,Raptors,118,Knicks,112,Box Score,,18883,
Fri Jan 24 2020,8:00p,Kings,98,Bulls,81,Box Score,,17661,
Fri Jan 24 2020,8:00p,Clippers,122,Heat,117,Box Score,,19632,
Fri Jan 24 2020,8:00p,Rockets,131,Timberwolves,124,Box Score,,16101,
Fri Jan 24 2020,8:00p,Nuggets,113,Pelicans,106,Box Score,,16398,
Fri Jan 24 2020,8:00p,Hawks,111,Thunder,140,Box Score,,18203,
Fri Jan 24 2020,8:30p,Suns,103,Spurs,99,Box Score,,18354,
Fri Jan 24 2020,10:30p,Pacers,129,Warriors,118,Box Score,,18064,
Sat Jan 25 2020,5:00p,Mavericks,107,Jazz,112,Box Score,,18306,
Sat Jan 25 2020,7:00p,Nets,121,Pistons,111,Box Score,OT,15890,
Sat Jan 25 2020,8:00p,Bulls,118,Cavaliers,106,Box Score,,19432,
Sat Jan 25 2020,8:00p,Thunder,113,Timberwolves,104,Box Score,,16236,
Sat Jan 25 2020,8:30p,Lakers,91,Sixers,108,Box Score,,21109,
Sun Jan 26 2020,3:30p,Rockets,110,Nuggets,117,Box Score,,19520,
Sun Jan 26 2020,4:00p,Raptors,110,Spurs,106,Box Score,,18354,
Sun Jan 26 2020,6:00p,Wizards,133,Hawks,152,Box Score,,15567,
Sun Jan 26 2020,6:00p,Suns,109,Grizzlies,114,Box Score,,17214,
Sun Jan 26 2020,6:00p,Celtics,108,Pelicans,123,Box Score,,16737,
Sun Jan 26 2020,6:00p,Nets,97,Knicks,110,Box Score,,17831,
Sun Jan 26 2020,6:00p,Clippers,112,Magic,97,Box Score,,15427,
Sun Jan 26 2020,9:00p,Pacers,129,Blazers,139,Box Score,,19663,
Mon Jan 27 2020,7:00p,Cavaliers,115,Pistons,100,Box Score,,12597,
Mon Jan 27 2020,7:30p,Magic,92,Heat,113,Box Score,,19600,
Mon Jan 27 2020,8:00p,Spurs,109,Bulls,110,Box Score,,16071,
Mon Jan 27 2020,8:00p,Kings,133,Timberwolves,129,Box Score,OT,13449,
Mon Jan 27 2020,8:00p,Mavericks,107,Thunder,97,Box Score,,18203,
Mon Jan 27 2020,9:00p,Rockets,126,Jazz,117,Box Score,,18306,
Tue Jan 28 2020,7:00p,Knicks,92,Hornets,97,Box Score,,14342,
Tue Jan 28 2020,7:00p,Warriors,104,Sixers,115,Box Score,,20854,
Tue Jan 28 2020,7:30p,Pelicans,125,Cavaliers,111,Box Score,,19432,
Tue Jan 28 2020,7:30p,Hawks,114,Raptors,130,Box Score,,19800,
Tue Jan 28 2020,8:00p,Nuggets,96,Grizzlies,104,Box Score,,14365,
Tue Jan 28 2020,8:00p,Celtics,109,Heat,101,Box Score,,19704,
Tue Jan 28 2020,8:00p,Wizards,131,Bucks,151,Box Score,,17681,
Tue Jan 28 2020,8:30p,Suns,133,Mavericks,104,Box Score,,20216,
Wed Jan 29 2020,7:00p,Bulls,106,Pacers,115,Box Score,OT,17923,
Wed Jan 29 2020,7:30p,Pistons,115,Nets,125,Box Score,,14275,
Wed Jan 29 2020,7:30p,Grizzlies,127,Knicks,106,Box Score,,18768,
Wed Jan 29 2020,8:30p,Jazz,120,Spurs,127,Box Score,,17887,
Wed Jan 29 2020,10:00p,Rockets,112,Blazers,125,Box Score,,19393,
Wed Jan 29 2020,10:00p,Thunder,120,Kings,100,Box Score,,16935,
Thu Jan 30 2020,7:00p,Raptors,115,Cavaliers,109,Box Score,,17695,
Thu Jan 30 2020,7:00p,Hornets,107,Wizards,121,Box Score,,15013,
Thu Jan 30 2020,7:30p,Sixers,117,Hawks,127,Box Score,,15227,
Thu Jan 30 2020,8:00p,Warriors,104,Celtics,119,Box Score,,19156,
Thu Jan 30 2020,10:30p,Jazz,100,Nuggets,106,Box Score,,19520,
Thu Jan 30 2020,10:30p,Kings,124,Clippers,103,Box Score,,19068,
Fri Jan 31 2020,7:00p,Raptors,105,Pistons,92,Box Score,,17356,
Fri Jan 31 2020,7:30p,Bulls,118,Nets,133,Box Score,,17732,
Fri Jan 31 2020,7:30p,Mavericks,121,Rockets,128,Box Score,,18055,
Fri Jan 31 2020,8:00p,Grizzlies,111,Pelicans,139,Box Score,,18362,
Fri Jan 31 2020,9:00p,Nuggets,127,Bucks,115,Box Score,,18141,
Fri Jan 31 2020,9:00p,Thunder,111,Suns,107,Box Score,,17260,
Fri Jan 31 2020,10:30p,Blazers,127,Lakers,119,Box Score,,18997,
Sat Feb 1 2020,3:30p,Timberwolves,106,Clippers,118,Box Score,,19068,
Sat Feb 1 2020,7:00p,Knicks,92,Pacers,85,Box Score,,17923,
Sat Feb 1 2020,7:00p,Heat,102,Magic,89,Box Score,,18846,
Sat Feb 1 2020,8:00p,Warriors,131,Cavaliers,112,Box Score,,18410,
Sat Feb 1 2020,8:00p,Nets,107,Wizards,113,Box Score,,18196,
Sat Feb 1 2020,8:30p,Sixers,95,Celtics,116,Box Score,,19156,
Sat Feb 1 2020,8:30p,Hawks,100,Mavericks,123,Box Score,,20328,
Sat Feb 1 2020,9:00p,Hornets,90,Spurs,114,Box Score,,18615,
Sat Feb 1 2020,10:00p,Lakers,129,Kings,113,Box Score,,17583,
Sat Feb 1 2020,10:30p,Jazz,107,Blazers,124,Box Score,,19603,
Sun Feb 2 2020,12:30p,Nuggets,123,Pistons,128,Box Score,OT,15488,
Sun Feb 2 2020,2:00p,Pelicans,109,Rockets,117,Box Score,,18055,
Sun Feb 2 2020,2:00p,Suns,108,Bucks,129,Box Score,,17754,
Sun Feb 2 2020,3:00p,Bulls,102,Raptors,129,Box Score,,19800,
Mon Feb 3 2020,7:00p,Magic,112,Hornets,100,Box Score,,12337,
Mon Feb 3 2020,7:00p,Knicks,139,Cavaliers,134,Box Score,OT,16303,
Mon Feb 3 2020,7:00p,Mavericks,112,Pacers,103,Box Score,,15086,
Mon Feb 3 2020,7:00p,Warriors,125,Wizards,117,Box Score,,17120,
Mon Feb 3 2020,7:30p,Celtics,123,Hawks,115,Box Score,,16231,
Mon Feb 3 2020,7:30p,Suns,97,Nets,119,Box Score,,14891,
Mon Feb 3 2020,7:30p,Sixers,106,Heat,137,Box Score,,19725,
Mon Feb 3 2020,8:00p,Pistons,82,Grizzlies,96,Box Score,,14597,
Mon Feb 3 2020,10:00p,Timberwolves,109,Kings,113,Box Score,,15819,
Mon Feb 3 2020,10:30p,Spurs,105,Clippers,108,Box Score,,19068,
Tue Feb 4 2020,7:30p,Bucks,120,Pelicans,108,Box Score,,15424,
Tue Feb 4 2020,8:00p,Hornets,110,Rockets,125,Box Score,,18055,
Tue Feb 4 2020,9:00p,Blazers,99,Nuggets,127,Box Score,,19520,
Tue Feb 4 2020,10:00p,Spurs,102,Lakers,129,Box Score,,18997,
Wed Feb 5 2020,7:00p,Suns,108,Pistons,116,Box Score,,13707,
Wed Feb 5 2020,7:30p,Magic,100,Celtics,116,Box Score,,19156,
Wed Feb 5 2020,7:30p,Warriors,88,Nets,129,Box Score,,14352,
Wed Feb 5 2020,7:30p,Pacers,118,Raptors,119,Box Score,,19800,
Wed Feb 5 2020,8:00p,Hawks,127,Timberwolves,120,Box Score,,10779,
Wed Feb 5 2020,8:00p,Cavaliers,103,Thunder,109,Box Score,,18203,
Wed Feb 5 2020,8:30p,Grizzlies,121,Mavericks,107,Box Score,,20069,
Wed Feb 5 2020,9:00p,Nuggets,98,Jazz,95,Box Score,,18306,
Wed Feb 5 2020,10:00p,Heat,111,Clippers,128,Box Score,,19068,
Thu Feb 6 2020,7:30p,Magic,103,Knicks,105,Box Score,,18895,
Thu Feb 6 2020,8:00p,Pelicans,125,Bulls,119,Box Score,,18247,
Thu Feb 6 2020,8:00p,Sixers,101,Bucks,112,Box Score,,17928,
Thu Feb 6 2020,10:00p,Spurs,117,Blazers,125,Box Score,,19653,
Thu Feb 6 2020,10:30p,Rockets,121,Lakers,111,Box Score,,18997,
Fri Feb 7 2020,7:00p,Grizzlies,107,Sixers,119,Box Score,,20779,
Fri Feb 7 2020,7:00p,Mavericks,118,Wizards,119,Box Score,,20476,
Fri Feb 7 2020,7:30p,Hawks,107,Celtics,112,Box Score,,19156,
Fri Feb 7 2020,8:00p,Raptors,115,Pacers,106,Box Score,,17028,
Fri Feb 7 2020,8:00p,Pistons,101,Thunder,108,Box Score,,18203,
Fri Feb 7 2020,9:00p,Rockets,91,Suns,127,Box Score,,17043,
Fri Feb 7 2020,10:00p,Heat,97,Kings,105,Box Score,,16760,
Fri Feb 7 2020,10:30p,Blazers,114,Jazz,117,Box Score,,18306,
Sat Feb 8 2020,5:00p,Bucks,111,Magic,95,Box Score,,16632,
Sat Feb 8 2020,7:00p,Mavericks,116,Hornets,100,Box Score,,19370,
Sat Feb 8 2020,7:00p,Knicks,95,Pistons,92,Box Score,,15980,
Sat Feb 8 2020,7:30p,Pelicans,124,Pacers,117,Box Score,,17923,
Sat Feb 8 2020,7:30p,Nets,118,Raptors,119,Box Score,,19800,
Sat Feb 8 2020,8:00p,Clippers,115,Timberwolves,142,Box Score,,18978,
Sat Feb 8 2020,8:30p,Lakers,125,Warriors,120,Box Score,,18064,
Sat Feb 8 2020,9:00p,Nuggets,117,Suns,108,Box Score,,16843,
Sat Feb 8 2020,10:00p,Spurs,102,Kings,122,Box Score,,16756,
Sun Feb 9 2020,3:30p,Celtics,112,Thunder,111,Box Score,,18203,
Sun Feb 9 2020,6:00p,Knicks,135,Hawks,140,Box Score,2OT,16309,
Sun Feb 9 2020,6:00p,Bulls,111,Sixers,118,Box Score,,21018,
Sun Feb 9 2020,6:00p,Grizzlies,106,Wizards,99,Box Score,,17251,
Sun Feb 9 2020,7:00p,Jazz,114,Rockets,113,Box Score,,18055,
Sun Feb 9 2020,7:30p,Clippers,133,Cavaliers,92,Box Score,,17240,
Sun Feb 9 2020,9:00p,Heat,109,Blazers,115,Box Score,,19726,
Mon Feb 10 2020,7:00p,Hornets,87,Pistons,76,Box Score,,13941,
Mon Feb 10 2020,7:00p,Nets,106,Pacers,105,Box Score,,16761,
Mon Feb 10 2020,7:00p,Hawks,126,Magic,135,Box Score,,17076,
Mon Feb 10 2020,7:30p,Timberwolves,126,Raptors,137,Box Score,,19800,
Mon Feb 10 2020,8:00p,Kings,111,Bucks,123,Box Score,,17463,
Mon Feb 10 2020,8:30p,Jazz,123,Mavericks,119,Box Score,,19793,
Mon Feb 10 2020,9:00p,Spurs,120,Nuggets,127,Box Score,,19520,
Mon Feb 10 2020,10:30p,Heat,113,Warriors,101,Box Score,,18064,
Mon Feb 10 2020,10:30p,Suns,100,Lakers,125,Box Score,,18997,
Tue Feb 11 2020,7:00p,Clippers,103,Sixers,110,Box Score,,20730,
Tue Feb 11 2020,7:00p,Bulls,114,Wizards,126,Box Score,,15135,
Tue Feb 11 2020,8:00p,Blazers,117,Pelicans,138,Box Score,,15739,
Tue Feb 11 2020,8:00p,Spurs,114,Thunder,106,Box Score,,18203,
Tue Feb 11 2020,9:30p,Celtics,105,Rockets,116,Box Score,,18055,
Wed Feb 12 2020,7:00p,Hawks,105,Cavaliers,127,Box Score,,16200,
Wed Feb 12 2020,7:00p,Pistons,112,Magic,116,Box Score,OT,16607,
Wed Feb 12 2020,7:30p,Raptors,91,Nets,101,Box Score,,15823,
Wed Feb 12 2020,7:30p,Bucks,111,Pacers,118,Box Score,,17018,
Wed Feb 12 2020,7:30p,Wizards,114,Knicks,96,Box Score,,18835,
Wed Feb 12 2020,8:00p,Blazers,104,Grizzlies,111,Box Score,,16889,
Wed Feb 12 2020,8:00p,Hornets,115,Timberwolves,108,Box Score,,18978,
Wed Feb 12 2020,8:30p,Kings,111,Mavericks,130,Box Score,,19842,
Wed Feb 12 2020,9:00p,Warriors,106,Suns,112,Box Score,,15216,
Wed Feb 12 2020,9:00p,Heat,101,Jazz,116,Box Score,,18306,
Wed Feb 12 2020,10:00p,Lakers,120,Nuggets,116,Box Score,OT,19860,
Thu Feb 13 2020,8:00p,Clippers,133,Celtics,141,Box Score,2OT,19156,
Thu Feb 13 2020,8:00p,Thunder,123,Pelicans,118,Box Score,,17865,
Thu Feb 20 2020,7:00p,Bucks,126,Pistons,106,Box Score,,16097,
Thu Feb 20 2020,7:30p,Heat,124,Hawks,129,Box Score,,17356,
Thu Feb 20 2020,8:00p,Hornets,103,Bulls,93,Box Score,,17463,
Thu Feb 20 2020,8:00p,Nets,104,Sixers,112,Box Score,OT,20806,
Thu Feb 20 2020,10:00p,Grizzlies,125,Kings,129,Box Score,,17078,
Thu Feb 20 2020,10:30p,Rockets,135,Warriors,105,Box Score,,18064,
Fri Feb 21 2020,7:00p,Mavericks,122,Magic,106,Box Score,,18846,
Fri Feb 21 2020,7:00p,Cavaliers,113,Wizards,108,Box Score,,18895,
Fri Feb 21 2020,7:30p,Pacers,106,Knicks,98,Box Score,,19812,
Fri Feb 21 2020,7:30p,Suns,101,Raptors,118,Box Score,,19800,
Fri Feb 21 2020,8:00p,Celtics,127,Timberwolves,117,Box Score,,18978,
Fri Feb 21 2020,8:00p,Nuggets,101,Thunder,113,Box Score,,18203,
Fri Feb 21 2020,9:00p,Spurs,113,Jazz,104,Box Score,,18306,
Fri Feb 21 2020,10:30p,Grizzlies,105,Lakers,117,Box Score,,18997,
Fri Feb 21 2020,10:30p,Pelicans,128,Blazers,115,Box Score,,19946,
Sat Feb 22 2020,3:30p,Kings,112,Clippers,103,Box Score,,19068,
Sat Feb 22 2020,7:00p,Nets,115,Hornets,86,Box Score,,19079,
Sat Feb 22 2020,7:30p,Mavericks,107,Hawks,111,Box Score,,17050,
Sat Feb 22 2020,8:00p,Suns,112,Bulls,104,Box Score,,20506,
Sat Feb 22 2020,8:00p,Cavaliers,105,Heat,124,Box Score,,19754,
Sat Feb 22 2020,8:30p,Sixers,98,Bucks,119,Box Score,,18290,
Sat Feb 22 2020,9:00p,Rockets,120,Jazz,110,Box Score,,18306,
Sun Feb 23 2020,3:30p,Celtics,112,Lakers,114,Box Score,,18997,
Sun Feb 23 2020,6:00p,Timberwolves,116,Nuggets,128,Box Score,,19626,
Sun Feb 23 2020,6:00p,Pacers,81,Raptors,127,Box Score,,19800,
Sun Feb 23 2020,7:00p,Wizards,117,Bulls,126,Box Score,,18024,
Sun Feb 23 2020,7:00p,Spurs,103,Thunder,131,Box Score,,18203,
Sun Feb 23 2020,8:30p,Pelicans,115,Warriors,101,Box Score,,18064,
Sun Feb 23 2020,9:00p,Pistons,104,Blazers,107,Box Score,,19393,
Mon Feb 24 2020,7:00p,Heat,119,Cavaliers,125,Box Score,OT,17336,
Mon Feb 24 2020,7:00p,Hawks,112,Sixers,129,Box Score,,20836,
Mon Feb 24 2020,7:00p,Bucks,137,Wizards,134,Box Score,OT,16580,
Mon Feb 24 2020,7:30p,Magic,115,Nets,113,Box Score,,16162,
Mon Feb 24 2020,8:00p,Knicks,112,Rockets,123,Box Score,,18055,
Mon Feb 24 2020,8:30p,Timberwolves,123,Mavericks,139,Box Score,,19936,
Mon Feb 24 2020,9:00p,Suns,131,Jazz,111,Box Score,,18306,
Mon Feb 24 2020,10:30p,Grizzlies,97,Clippers,124,Box Score,,19068,
Tue Feb 25 2020,7:00p,Hornets,80,Pacers,119,Box Score,,16088,
Tue Feb 25 2020,7:30p,Bucks,108,Raptors,97,Box Score,,19993,
Tue Feb 25 2020,8:00p,Thunder,124,Bulls,122,Box Score,,16911,
Tue Feb 25 2020,9:00p,Pistons,98,Nuggets,115,Box Score,,19143,
Tue Feb 25 2020,10:00p,Pelicans,109,Lakers,118,Box Score,,18997,
Tue Feb 25 2020,10:00p,Celtics,118,Blazers,106,Box Score,,19460,
Tue Feb 25 2020,10:30p,Kings,112,Warriors,94,Box Score,,18064,
Wed Feb 26 2020,7:00p,Knicks,101,Hornets,107,Box Score,,13152,
Wed Feb 26 2020,7:00p,Sixers,94,Cavaliers,108,Box Score,,16332,
Wed Feb 26 2020,7:00p,Nets,106,Wizards,110,Box Score,,15021,
Wed Feb 26 2020,7:30p,Magic,130,Hawks,120,Box Score,,14967,
Wed Feb 26 2020,7:30p,Timberwolves,129,Heat,126,Box Score,,19600,
Wed Feb 26 2020,8:00p,Grizzlies,112,Rockets,140,Box Score,,18055,
Wed Feb 26 2020,8:30p,Mavericks,109,Spurs,103,Box Score,,18354,
Wed Feb 26 2020,9:00p,Clippers,102,Suns,92,Box Score,,15157,
Wed Feb 26 2020,10:30p,Celtics,114,Jazz,103,Box Score,,18306,
Thu Feb 27 2020,7:00p,Knicks,106,Sixers,115,Box Score,,20175,
Thu Feb 27 2020,8:00p,Blazers,100,Pacers,106,Box Score,,16872,
Thu Feb 27 2020,8:00p,Kings,108,Thunder,112,Box Score,,18203,
Thu Feb 27 2020,10:30p,Lakers,116,Warriors,86,Box Score,,18064,
Fri Feb 28 2020,7:00p,Timberwolves,125,Magic,136,Box Score,,18846,
Fri Feb 28 2020,7:30p,Nets,118,Hawks,141,Box Score,,17034,
Fri Feb 28 2020,7:30p,Hornets,99,Raptors,96,Box Score,,19800,
Fri Feb 28 2020,8:00p,Kings,104,Grizzlies,101,Box Score,,17794,
Fri Feb 28 2020,8:00p,Mavericks,118,Heat,126,Box Score,,19704,
Fri Feb 28 2020,8:00p,Thunder,86,Bucks,133,Box Score,,18412,
Fri Feb 28 2020,8:00p,Cavaliers,104,Pelicans,116,Box Score,,18304,
Fri Feb 28 2020,9:00p,Pistons,113,Suns,111,Box Score,,17142,
Fri Feb 28 2020,9:00p,Wizards,119,Jazz,129,Box Score,,18306,
Fri Feb 28 2020,10:30p,Nuggets,103,Clippers,132,Box Score,,19068,
Sat Feb 29 2020,5:00p,Bulls,115,Knicks,125,Box Score,,19812,
Sat Feb 29 2020,7:30p,Blazers,117,Hawks,129,Box Score,,17765,
Sat Feb 29 2020,7:30p,Nets,113,Heat,116,Box Score,,19600,
Sat Feb 29 2020,8:00p,Pacers,113,Cavaliers,104,Box Score,,19432,
Sat Feb 29 2020,8:00p,Lakers,88,Grizzlies,105,Box Score,,17794,
Sat Feb 29 2020,8:30p,Rockets,111,Celtics,110,Box Score,OT,19156,
Sat Feb 29 2020,8:30p,Magic,113,Spurs,114,Box Score,,18354,
Sat Feb 29 2020,9:00p,Warriors,115,Suns,99,Box Score,,16395,
Sun Mar 1 2020,1:00p,Bucks,93,Hornets,85,Box Score,,19149,
Sun Mar 1 2020,3:30p,Sixers,130,Clippers,136,Box Score,,19068,
Sun Mar 1 2020,3:30p,Mavericks,111,Timberwolves,91,Box Score,,18058,
Sun Mar 1 2020,6:00p,Raptors,118,Nuggets,133,Box Score,,19777,
Sun Mar 1 2020,6:00p,Pistons,100,Kings,106,Box Score,,17499,
Sun Mar 1 2020,8:00p,Lakers,122,Pelicans,114,Box Score,,18547,
Sun Mar 1 2020,8:30p,Wizards,124,Warriors,110,Box Score,,18064,
Mon Mar 2 2020,7:00p,Jazz,126,Cavaliers,113,Box Score,,15453,
Mon Mar 2 2020,7:00p,Rockets,123,Knicks,125,Box Score,,18142,
Mon Mar 2 2020,7:00p,Blazers,130,Magic,107,Box Score,,18078,
Mon Mar 2 2020,7:30p,Grizzlies,127,Hawks,88,Box Score,,16207,
Mon Mar 2 2020,7:30p,Bucks,89,Heat,105,Box Score,,19600,
Mon Mar 2 2020,8:00p,Mavericks,107,Bulls,109,Box Score,,18407,
Mon Mar 2 2020,8:30p,Pacers,116,Spurs,111,Box Score,,17635,
Tue Mar 3 2020,7:00p,Spurs,104,Hornets,103,Box Score,,12008,
Tue Mar 3 2020,7:30p,Nets,129,Celtics,120,Box Score,OT,19156,
Tue Mar 3 2020,8:00p,Timberwolves,139,Pelicans,134,Box Score,,15264,
Tue Mar 3 2020,8:00p,Clippers,109,Thunder,94,Box Score,,18203,
Tue Mar 3 2020,9:00p,Warriors,116,Nuggets,100,Box Score,,19520,
Tue Mar 3 2020,9:00p,Raptors,123,Suns,114,Box Score,,15553,
Tue Mar 3 2020,10:00p,Sixers,107,Lakers,120,Box Score,,18997,
Tue Mar 3 2020,10:00p,Wizards,126,Kings,133,Box Score,,16419,
Wed Mar 4 2020,7:00p,Celtics,112,Cavaliers,106,Box Score,,16897,
Wed Mar 4 2020,7:00p,Thunder,114,Pistons,107,Box Score,,15138,
Wed Mar 4 2020,7:00p,Pacers,100,Bucks,119,Box Score,,17695,
Wed Mar 4 2020,7:30p,Grizzlies,118,Nets,79,Box Score,,16941,
Wed Mar 4 2020,7:30p,Jazz,112,Knicks,104,Box Score,,16588,
Wed Mar 4 2020,7:30p,Magic,113,Heat,116,Box Score,,19600,
Wed Mar 4 2020,8:00p,Bulls,108,Timberwolves,115,Box Score,,13392,
Wed Mar 4 2020,9:30p,Pelicans,123,Mavericks,127,Box Score,OT,20459,
Wed Mar 4 2020,10:00p,Wizards,104,Blazers,125,Box Score,,19393,
Thu Mar 5 2020,7:00p,Nuggets,114,Hornets,112,Box Score,,13311,
Thu Mar 5 2020,8:00p,Clippers,120,Rockets,105,Box Score,,18055,
Thu Mar 5 2020,10:00p,Sixers,125,Kings,108,Box Score,,15485,
Thu Mar 5 2020,10:30p,Raptors,121,Warriors,113,Box Score,,18064,
Fri Mar 6 2020,7:00p,Hawks,112,Wizards,118,Box Score,,17856,
Fri Mar 6 2020,7:30p,Spurs,120,Nets,139,Box Score,,16277,
Fri Mar 6 2020,7:30p,Thunder,126,Knicks,103,Box Score,,19499,
Fri Mar 6 2020,8:00p,Pacers,108,Bulls,102,Box Score,,20229,
Fri Mar 6 2020,8:00p,Magic,132,Timberwolves,118,Box Score,,14315,
Fri Mar 6 2020,8:00p,Heat,104,Pelicans,110,Box Score,,18384,
Fri Mar 6 2020,8:00p,Jazz,99,Celtics,94,Box Score,,19156,
Fri Mar 6 2020,8:30p,Grizzlies,96,Mavericks,121,Box Score,,20370,
Fri Mar 6 2020,9:00p,Blazers,117,Suns,127,Box Score,,15522,
Fri Mar 6 2020,10:30p,Bucks,103,Lakers,113,Box Score,,18997,
Sat Mar 7 2020,5:00p,Rockets,99,Hornets,108,Box Score,,19159,
Sat Mar 7 2020,7:00p,Jazz,111,Pistons,105,Box Score,,16590,
Sat Mar 7 2020,7:30p,Nuggets,102,Cavaliers,104,Box Score,,19432,
Sat Mar 7 2020,8:00p,Hawks,101,Grizzlies,118,Box Score,,17117,
Sat Mar 7 2020,8:30p,Sixers,114,Warriors,118,Box Score,,18064,
Sat Mar 7 2020,10:00p,Kings,123,Blazers,111,Box Score,,19691,
Sun Mar 8 2020,3:00p,Bulls,107,Nets,110,Box Score,,15916,
Sun Mar 8 2020,3:30p,Pelicans,120,Timberwolves,107,Box Score,,18978,
Sun Mar 8 2020,3:30p,Lakers,112,Clippers,103,Box Score,,19068,
Sun Mar 8 2020,6:00p,Thunder,105,Celtics,104,Box Score,,19156,
Sun Mar 8 2020,6:00p,Bucks,131,Suns,140,Box Score,,17282,
Sun Mar 8 2020,7:00p,Heat,100,Wizards,89,Box Score,,18135,
Sun Mar 8 2020,7:00p,Pacers,112,Mavericks,109,Box Score,,20324,
Sun Mar 8 2020,7:00p,Magic,126,Rockets,106,Box Score,,18055,
Sun Mar 8 2020,7:30p,Pistons,84,Knicks,96,Box Score,,18361,
Sun Mar 8 2020,7:30p,Spurs,129,Cavaliers,132,Box Score,OT,17995,
Sun Mar 8 2020,9:00p,Raptors,118,Kings,113,Box Score,,16449,
Mon Mar 9 2020,7:30p,Hornets,138,Hawks,143,Box Score,2OT,14399,
Mon Mar 9 2020,9:00p,Bucks,95,Nuggets,109,Box Score,,19838,
Mon Mar 9 2020,9:00p,Raptors,101,Jazz,92,Box Score,,18306,
Tue Mar 10 2020,7:00p,Knicks,115,Wizards,122,Box Score,,15048,
Tue Mar 10 2020,7:00p,Celtics,114,Pacers,111,Box Score,,17053,
Tue Mar 10 2020,8:00p,Timberwolves,111,Rockets,117,Box Score,,18055,
Tue Mar 10 2020,8:00p,Mavericks,109,Spurs,119,Box Score,,18354,
Tue Mar 10 2020,8:00p,Magic,120,Grizzlies,115,Box Score,,15388,
Tue Mar 10 2020,8:00p,Cavaliers,103,Bulls,108,Box Score,,17837,
Tue Mar 10 2020,10:00p,Suns,105,Blazers,121,Box Score,,19393,
Tue Mar 10 2020,10:30p,Nets,104,Lakers,102,Box Score,,18997,
Tue Mar 10 2020,10:30p,Clippers,131,Warriors,107,Box Score,,18064,
Wed Mar 11 2020,7:00p,Pistons,106,Sixers,124,Box Score,,20172,
Wed Mar 11 2020,7:30p,Knicks,136,Hawks,131,Box Score,OT,15393,
Wed Mar 11 2020,7:30p,Hornets,109,Heat,98,Box Score,,19600,
Wed Mar 11 2020,8:00p,Nuggets,97,Mavericks,113,Box Score,,20302,
